Телевизоры,LED,PHILIPS,PHILIPS 32PFL5008,,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 40PFL3008,,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 16 Вт, HDMI x2, VGA"
Телевизоры,LED,PHILIPS,PHILIPS 40PFL4508,765 USD,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 40PFL8008,,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1400 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 30 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 42PFL3208,,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 20 Вт, HDMI x2, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 42PFL5008,,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 42PFL5028,,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 42PFL7008,,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 700 Гц, 3D, DVR, мощность звука 24 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 46PFL3208,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, DVR, мощность звука 20 Вт, HDMI x2, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 46PFL4508,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 46PFL8008,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1400 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 30 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 47PFL5008,"1,092 USD","47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x3, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 47PFL5028,,"47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 300 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 24 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 47PFL6007,"1,344 USD","47"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x4, VGA, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 55PFL6008,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 500 Гц, 3D, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 55PFL7008,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 700 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 24 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,PHILIPS,PHILIPS 55PFL8008,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1400 Гц, 3D, DVR, 2 TV-тюнера, мощность звука 30 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32ES5500,,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F4000,389 USD,"32"", 1366x768, HDTV, 720p, LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F4500,504 USD,"32"", 1366x768, HDTV, 720p, LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F4510,569 USD,"32"", 1366x768, HDTV, 720p, LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV),  Цвет - БЕЛЫЙ"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F5000,433 USD,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F5300,,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F5500,504 USD,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F6100,540 USD,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F6400,,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE32F6510,,"32"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV),  Цвет - БЕЛЫЙ"
Телевизоры,LED,SAMSUNG,SAMSUNG UE39F5000,582 USD,"39"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE39F5300,627 USD,"39"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE39F5500,678 USD,"39"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE39F5700,710 USD,"39"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6100,734 USD,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6400,754 USD,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, Bluetooth, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6500,837 USD,"ЖК-телевизор, 40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6510,965 USD,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6650,,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 600 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F6800,874 USD,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F7000,,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, картинка в картинке, DVR, 3 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE40F8000,,"40"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE42F5000,610 USD,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE42F5300,,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE42F5500,722 USD,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE42F5700,736 USD,"42"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F5000,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F5300,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F5500,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6100,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6400,"1,014 USD","46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, Bluetooth, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6500,"1,120 USD","46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6510,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV),  Цвет - БЕЛЫЙ"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6650,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 600 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F6800,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fii, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F7000,,"46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, картинка в картинке, DVR, 3 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fii, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE46F8000,"1,809 USD","46"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fii, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE50F5000,"1,120 USD","50"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE50F5500,,"50"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE50F6100,,"50"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE50F6800,"1,467 USD","50"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE51F5000,,"51"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE51F5500,,"51"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE51F8500,,"51"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F5700,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x3, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6100,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6400,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, Bluetooth, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6500,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6510,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV),  Цвет - БЕЛЫЙ"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6650,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 600 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F6800,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F7000,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, картинка в картинке, DVR, 3 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE55F8000,,"55"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE60F5000,,"60"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE60F6100,,"60"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 400 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE60F6300,,"60"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE60F7000,,"60"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 800 Гц, 3D, картинка в картинке, DVR, 3 TV-тюнера, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE64F5000,,"64"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 100 Гц, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Телевизоры,LED,SAMSUNG,SAMSUNG UE64F8500,,"64"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE65F6400,,"65"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 200 Гц, 3D, картинка в картинке, DVR, мощность звука 20 Вт, HDMI x4, Ethernet, Wi-Fi, Bluetooth, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE65F8000,,"65"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,LED,SAMSUNG,SAMSUNG UE75F8000,,"75"", 1920x1080, HDTV, 1080p (Full HD), LED-подсветка, 1000 Гц, 3D, картинка в картинке, DVR, 2 TV-тюнера, мощность звука 40 Вт, HDMI x4, Ethernet, Wi-Fi, доступ в интернет (Smart TV)"
Телевизоры,Plazma-телевизоры,SAMSUNG,SAMSUNG PS43F4500,,"43"", 1024x768, мощность звука 20 Вт, HDMI x2"
Телевизоры,Plazma-телевизоры,SAMSUNG,SAMSUNG PS43F4900,,"43"", 1024x768, HDTV, 720p, 3D, картинка в картинке, мощность звука 20 Вт, HDMI x2"
Встройка,Духовки,AMICA,AMICA EBI7542,323 USD,"Духовка электрическая многофункциональная
Цвет черный
Класс энергопотребления А
Размеры (ВхШхГ) 60 х 60 x 55 см
Гриль, Конвекция, Телескопические направляющие
Цифровой дисплей, Таймер с отключением
Страна-производитель Польша"
Встройка,Духовки,BOSCH,BOSCH HBA23B263E,397 USD,"Духовка электрическая многофункциональная
Цвет чёрный
Утапливаемые переключатели
Класс энергопотребления А
Размеры (ВхШхГ) 59.5 х 59.5 x 51.5 см
Гриль, Конвекция
Цифровой дисплей, Таймер с отключением, Электронные часы
Дополнительная информация самоочистка задней стенки духовки (EcoClean); эмаль легкой очистки ""GranitEmail""
Страна-производитель Испания"
